"id","fecha","edad","perfil","objetivo","razon","monto ARS","Instrumento"
"1578","06/06/2024","entre 26 y 35 años","Agresivo","Retiro","Vacaciones","57467","ETF"
"1579","05/10/2024","menos de 25 años","Moderado","Aumentar ingresos","Vehículo","55207","Acciones"
"1580","06/04/2024","entre 26 y 35 años","Agresivo","Otro","Vehículo","68513","Fondos"
"1581","24/09/2024","entre 26 y 35 años","Agresivo","Retiro","Vacaciones","92474","Bonos"
"1582","03/08/2024","más de 46 años","Conservador","Ahorro","Sin motivo específico","75732","Acciones"
"1583","11/08/2024","menos de 25 años","Moderado","Inversión","Aprendizaje","29467","ETF"
"1584","24/12/2024","entre 26 y 35 años","Conservador","Ahorro","Vivienda","52557","Acciones"
"1585","03/01/2025","entre 26 y 35 años","Agresivo","Retiro","Proyecto personal","77435","Bonos"
"1586","27/03/2024","más de 46 años","Conservador","Inversión","Proyecto personal","57045","Bonos"
"1587","29/02/2024","entre 36 y 45 años","Agresivo","Retiro","Educación","29612","Acciones"
"1588","04/05/2024","entre 36 y 45 años","Conservador","Ahorro","Proyecto personal","59517","ETF"
"1589","30/01/2024","más de 46 años","Agresivo","Otro","Sin motivo específico","73141","Fondos"
"1590","14/07/2024","menos de 25 años","Moderado","Ahorro","Sin motivo específico","73511","Bonos"
"1591","04/03/2024","menos de 25 años","Moderado","Ahorro","Vivienda","25531","Fondos"
"1592","24/11/2024","entre 36 y 45 años","Moderado","Inversión","Vehículo","67901","Acciones"
"1593","11/01/2025","entre 36 y 45 años","Moderado","Inversión","Vivienda","67436","Acciones"
"1594","12/06/2024","más de 46 años","Conservador","Otro","Vehículo","56906","ETF"
"1595","18/03/2024","entre 36 y 45 años","Agresivo","Retiro","Vivienda","59754","Fondos"
"1596","28/11/2024","menos de 25 años","Conservador","Retiro","Educación","44142","ETF"
"1597","16/10/2024","menos de 25 años","Agresivo","Inversión","Aprendizaje","85722","Bonos"
"1598","10/08/2024","más de 46 años","Moderado","Aumentar ingresos","Vacaciones","34418","Acciones"
"1599","11/05/2024","menos de 25 años","Agresivo","Otro","Vacaciones","49680","Bonos"
"1600","24/05/2024","menos de 25 años","Conservador","Otro","Vivienda","35303","Fondos"
"1601","29/10/2024","más de 46 años","Conservador","Aumentar ingresos","Proyecto personal","23752","Acciones"
"1602","20/02/2024","menos de 25 años","Moderado","Otro","Vehículo","53268","Acciones"
"1603","06/12/2024","entre 36 y 45 años","Agresivo","Otro","Proyecto personal","86585","Fondos"
"1604","06/08/2024","más de 46 años","Agresivo","Otro","Aprendizaje","53117","Acciones"
"1605","18/09/2024","entre 36 y 45 años","Moderado","Retiro","Educación","69724","ETF"
"1606","20/05/2024","más de 46 años","Agresivo","Otro","Vehículo","44815","ETF"
"1607","16/07/2024","entre 36 y 45 años","Agresivo","Retiro","Aprendizaje","44839","Bonos"
"1608","10/07/2024","menos de 25 años","Conservador","Otro","Sin motivo específico","46334","Acciones"
"1609","01/08/2024","entre 26 y 35 años","Conservador","Retiro","Vehículo","35918","Bonos"
"1610","31/03/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","87376","ETF"
"1611","12/09/2024","entre 26 y 35 años","Moderado","Otro","Vivienda","47370","ETF"
"1612","17/10/2024","entre 26 y 35 años","Moderado","Ahorro","Vehículo","18270","ETF"
"1613","17/08/2024","entre 36 y 45 años","Conservador","Otro","Vivienda","76730","Bonos"
"1614","10/07/2024","menos de 25 años","Conservador","Ahorro","Vivienda","21745","ETF"
"1615","30/04/2024","entre 36 y 45 años","Conservador","Otro","Vehículo","55172","Bonos"
"1616","22/08/2024","entre 26 y 35 años","Moderado","Ahorro","Vacaciones","53815","Acciones"
"1617","04/11/2024","más de 46 años","Conservador","Retiro","Aprendizaje","30139","Bonos"
"1618","08/12/2024","entre 26 y 35 años","Moderado","Retiro","Educación","75294","Bonos"
"1619","21/08/2024","más de 46 años","Agresivo","Aumentar ingresos","Vehículo","86382","Acciones"
"1620","25/03/2024","menos de 25 años","Agresivo","Aumentar ingresos","Proyecto personal","86765","Bonos"
"1621","01/10/2024","menos de 25 años","Conservador","Ahorro","Vacaciones","67773","ETF"
"1622","06/03/2024","más de 46 años","Moderado","Aumentar ingresos","Sin motivo específico","85213","Fondos"
"1623","13/05/2024","más de 46 años","Conservador","Otro","Aprendizaje","99557","Acciones"
"1624","26/05/2024","menos de 25 años","Agresivo","Ahorro","Aprendizaje","81022","Acciones"
"1625","09/01/2025","entre 26 y 35 años","Conservador","Inversión","Vacaciones","27776","Bonos"
"1626","19/01/2025","entre 26 y 35 años","Conservador","Ahorro","Aprendizaje","85970","ETF"
"1627","13/07/2024","entre 26 y 35 años","Agresivo","Inversión","Vivienda","89754","Fondos"
"1628","27/10/2024","entre 26 y 35 años","Moderado","Retiro","Sin motivo específico","56608","Bonos"
"1629","13/08/2024","entre 36 y 45 años","Conservador","Ahorro","Vehículo","73302","Bonos"
"1630","26/05/2024","entre 26 y 35 años","Conservador","Inversión","Aprendizaje","97944","Bonos"
"1631","16/07/2024","menos de 25 años","Moderado","Inversión","Proyecto personal","59139","Bonos"
"1632","27/05/2024","entre 36 y 45 años","Conservador","Inversión","Vivienda","94601","ETF"
"1633","14/10/2024","entre 36 y 45 años","Conservador","Retiro","Sin motivo específico","40194","Bonos"
"1634","30/03/2024","menos de 25 años","Conservador","Retiro","Proyecto personal","98392","Acciones"
"1635","30/12/2024","menos de 25 años","Agresivo","Inversión","Sin motivo específico","36382","Acciones"
"1636","17/04/2024","más de 46 años","Agresivo","Aumentar ingresos","Vivienda","74779","Bonos"
"1637","04/03/2024","más de 46 años","Moderado","Aumentar ingresos","Proyecto personal","39034","ETF"
"1638","06/01/2025","entre 36 y 45 años","Moderado","Retiro","Vehículo","93645","ETF"
"1639","15/10/2024","entre 26 y 35 años","Conservador","Ahorro","Educación","31954","Acciones"
"1640","08/04/2024","más de 46 años","Conservador","Retiro","Vacaciones","39182","ETF"
"1641","19/09/2024","más de 46 años","Moderado","Retiro","Educación","55850","Fondos"
"1642","21/05/2024","entre 36 y 45 años","Agresivo","Retiro","Proyecto personal","40610","Acciones"
"1643","04/01/2025","más de 46 años","Moderado","Ahorro","Vacaciones","21968","Bonos"
"1644","28/03/2024","más de 46 años","Conservador","Aumentar ingresos","Aprendizaje","50757","Acciones"
"1645","04/10/2024","más de 46 años","Conservador","Otro","Vivienda","67769","Acciones"
"1646","16/03/2024","entre 26 y 35 años","Agresivo","Retiro","Vacaciones","42478","Bonos"
"1647","23/11/2024","entre 26 y 35 años","Moderado","Retiro","Sin motivo específico","50093","Bonos"
"1648","15/07/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vacaciones","75173","ETF"
"1649","03/08/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vehículo","98875","Fondos"
"1650","01/05/2024","entre 26 y 35 años","Conservador","Otro","Aprendizaje","77842","Acciones"
"1651","06/03/2024","menos de 25 años","Agresivo","Ahorro","Vivienda","62751","ETF"
"1652","20/02/2024","entre 26 y 35 años","Agresivo","Ahorro","Educación","15471","Fondos"
"1653","31/05/2024","más de 46 años","Conservador","Ahorro","Proyecto personal","88319","Fondos"
"1654","11/06/2024","menos de 25 años","Agresivo","Inversión","Aprendizaje","42634","Acciones"
"1655","26/06/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Sin motivo específico","22649","ETF"
"1656","10/01/2025","entre 26 y 35 años","Moderado","Aumentar ingresos","Aprendizaje","40418","ETF"
"1657","08/12/2024","más de 46 años","Conservador","Inversión","Vacaciones","87476","ETF"
"1658","07/02/2024","entre 26 y 35 años","Moderado","Ahorro","Vehículo","82970","ETF"
"1659","20/07/2024","entre 26 y 35 años","Moderado","Inversión","Vacaciones","85257","ETF"
"1660","25/11/2024","entre 26 y 35 años","Agresivo","Ahorro","Educación","95426","Fondos"
"1661","30/01/2024","más de 46 años","Moderado","Aumentar ingresos","Sin motivo específico","28675","ETF"
"1662","07/08/2024","menos de 25 años","Moderado","Aumentar ingresos","Aprendizaje","74474","ETF"
"1663","21/10/2024","entre 36 y 45 años","Agresivo","Ahorro","Vivienda","50260","Acciones"
"1664","19/07/2024","entre 26 y 35 años","Agresivo","Otro","Aprendizaje","49434","Acciones"
"1665","04/05/2024","entre 36 y 45 años","Moderado","Retiro","Educación","32725","ETF"
"1666","21/03/2024","más de 46 años","Agresivo","Aumentar ingresos","Educación","84050","Fondos"
"1667","10/11/2024","más de 46 años","Agresivo","Aumentar ingresos","Vacaciones","45817","Fondos"
"1668","16/04/2024","entre 26 y 35 años","Moderado","Ahorro","Vehículo","55164","Bonos"
"1669","27/10/2024","entre 26 y 35 años","Conservador","Inversión","Proyecto personal","52485","Bonos"
"1670","12/03/2024","entre 36 y 45 años","Agresivo","Ahorro","Aprendizaje","94166","ETF"
"1671","23/07/2024","entre 26 y 35 años","Moderado","Inversión","Proyecto personal","31474","Fondos"
"1672","15/09/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Aprendizaje","18677","Acciones"
"1673","19/11/2024","entre 26 y 35 años","Agresivo","Otro","Vivienda","56897","ETF"
"1674","04/08/2024","entre 36 y 45 años","Conservador","Retiro","Vacaciones","48729","Fondos"
"1675","22/08/2024","menos de 25 años","Conservador","Inversión","Vacaciones","19052","Fondos"
"1676","21/07/2024","entre 26 y 35 años","Agresivo","Ahorro","Vivienda","64687","Acciones"
"1677","25/07/2024","más de 46 años","Moderado","Retiro","Proyecto personal","58565","Acciones"
"1678","20/12/2024","entre 26 y 35 años","Moderado","Otro","Educación","23260","Bonos"
"1679","20/10/2024","más de 46 años","Agresivo","Aumentar ingresos","Vivienda","94201","Acciones"
"1680","30/09/2024","entre 26 y 35 años","Conservador","Inversión","Sin motivo específico","73534","ETF"
"1681","29/09/2024","entre 36 y 45 años","Moderado","Otro","Vacaciones","96740","ETF"
"1682","16/07/2024","menos de 25 años","Conservador","Inversión","Vacaciones","25973","Bonos"
"1683","05/09/2024","entre 26 y 35 años","Conservador","Otro","Vacaciones","41968","Acciones"
"1684","30/11/2024","entre 36 y 45 años","Agresivo","Inversión","Vivienda","86792","Fondos"
"1685","10/12/2024","menos de 25 años","Moderado","Retiro","Sin motivo específico","83886","Fondos"
"1686","20/07/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vehículo","59458","ETF"
"1687","21/03/2024","más de 46 años","Agresivo","Aumentar ingresos","Educación","41199","ETF"
"1688","22/03/2024","entre 36 y 45 años","Moderado","Inversión","Vacaciones","95865","Fondos"
"1689","27/10/2024","menos de 25 años","Agresivo","Aumentar ingresos","Educación","87293","Acciones"
"1690","05/08/2024","entre 26 y 35 años","Conservador","Retiro","Aprendizaje","50032","ETF"
"1691","13/09/2024","más de 46 años","Moderado","Inversión","Proyecto personal","42499","ETF"
"1692","22/09/2024","entre 26 y 35 años","Conservador","Otro","Vehículo","80936","ETF"
"1693","15/02/2024","entre 26 y 35 años","Moderado","Ahorro","Aprendizaje","36668","Acciones"
"1694","25/05/2024","menos de 25 años","Agresivo","Otro","Proyecto personal","24640","Fondos"
"1695","06/02/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Proyecto personal","31314","Acciones"
"1696","30/03/2024","menos de 25 años","Conservador","Retiro","Vacaciones","39639","Acciones"
"1697","10/12/2024","más de 46 años","Agresivo","Inversión","Educación","90282","ETF"
"1698","24/01/2025","entre 26 y 35 años","Conservador","Otro","Sin motivo específico","67209","Acciones"
"1699","30/03/2024","entre 36 y 45 años","Moderado","Inversión","Vacaciones","20142","Acciones"
"1700","14/04/2024","entre 26 y 35 años","Agresivo","Otro","Vivienda","58652","Bonos"
"1701","03/12/2024","menos de 25 años","Agresivo","Ahorro","Vehículo","29207","Fondos"
"1702","24/04/2024","más de 46 años","Conservador","Aumentar ingresos","Sin motivo específico","31925","Bonos"
"1703","29/04/2024","entre 26 y 35 años","Conservador","Otro","Sin motivo específico","46952","Bonos"
"1704","11/04/2024","más de 46 años","Agresivo","Inversión","Vehículo","61700","ETF"
"1705","09/03/2024","menos de 25 años","Agresivo","Retiro","Proyecto personal","80014","Bonos"
"1706","24/10/2024","más de 46 años","Moderado","Ahorro","Proyecto personal","19750","Fondos"
"1707","30/03/2024","menos de 25 años","Moderado","Ahorro","Sin motivo específico","50397","Bonos"
"1708","21/06/2024","entre 26 y 35 años","Moderado","Ahorro","Vacaciones","61943","Bonos"
"1709","17/06/2024","entre 36 y 45 años","Conservador","Ahorro","Vacaciones","59223","Fondos"
"1710","10/06/2024","entre 26 y 35 años","Moderado","Otro","Sin motivo específico","61089","Bonos"
"1711","04/06/2024","entre 36 y 45 años","Moderado","Ahorro","Educación","38074","Bonos"
"1712","06/12/2024","menos de 25 años","Moderado","Otro","Vacaciones","73692","Bonos"
"1713","14/02/2024","entre 26 y 35 años","Agresivo","Otro","Proyecto personal","48633","ETF"
"1714","06/10/2024","entre 36 y 45 años","Conservador","Ahorro","Vehículo","71661","ETF"
"1715","09/06/2024","entre 26 y 35 años","Agresivo","Otro","Proyecto personal","67601","Fondos"
"1716","26/04/2024","más de 46 años","Moderado","Otro","Vehículo","61094","Acciones"
"1717","11/05/2024","más de 46 años","Conservador","Retiro","Vivienda","62648","Acciones"
"1718","28/07/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vivienda","61812","Bonos"
"1719","31/07/2024","más de 46 años","Moderado","Retiro","Vehículo","85883","ETF"
"1720","12/05/2024","menos de 25 años","Conservador","Ahorro","Aprendizaje","30937","Fondos"
"1721","03/09/2024","entre 26 y 35 años","Conservador","Ahorro","Educación","41267","Bonos"
"1722","11/02/2024","entre 36 y 45 años","Moderado","Retiro","Educación","62006","Bonos"
"1723","08/11/2024","más de 46 años","Agresivo","Retiro","Vivienda","31291","Bonos"
"1724","07/11/2024","entre 36 y 45 años","Moderado","Otro","Proyecto personal","34033","ETF"
"1725","08/12/2024","entre 26 y 35 años","Conservador","Inversión","Vacaciones","66871","Bonos"
"1726","02/10/2024","entre 36 y 45 años","Conservador","Otro","Sin motivo específico","84800","ETF"
"1727","03/05/2024","entre 36 y 45 años","Moderado","Ahorro","Sin motivo específico","81541","ETF"
"1728","15/12/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Vehículo","19395","Bonos"
"1729","08/01/2025","entre 36 y 45 años","Conservador","Ahorro","Educación","28648","Acciones"
"1730","19/12/2024","menos de 25 años","Moderado","Retiro","Vacaciones","24279","Fondos"
"1731","23/09/2024","entre 36 y 45 años","Moderado","Inversión","Vacaciones","32200","Bonos"
"1732","08/11/2024","entre 36 y 45 años","Conservador","Retiro","Proyecto personal","16698","ETF"
"1733","29/03/2024","entre 26 y 35 años","Moderado","Retiro","Aprendizaje","88569","Acciones"
"1734","19/10/2024","entre 36 y 45 años","Conservador","Ahorro","Vacaciones","90517","Bonos"
"1735","30/10/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Vivienda","93092","Fondos"
"1736","13/05/2024","menos de 25 años","Conservador","Retiro","Vehículo","86383","ETF"
"1737","22/04/2024","más de 46 años","Agresivo","Aumentar ingresos","Vehículo","98569","Acciones"
"1738","15/03/2024","menos de 25 años","Agresivo","Aumentar ingresos","Aprendizaje","94658","Acciones"
"1739","10/12/2024","más de 46 años","Conservador","Retiro","Educación","89485","Acciones"
"1740","23/11/2024","menos de 25 años","Moderado","Retiro","Educación","32330","Fondos"
"1741","22/12/2024","más de 46 años","Agresivo","Aumentar ingresos","Proyecto personal","38778","ETF"
"1742","19/03/2024","entre 36 y 45 años","Moderado","Inversión","Aprendizaje","45836","Bonos"
"1743","18/05/2024","más de 46 años","Agresivo","Otro","Sin motivo específico","77568","Fondos"
"1744","30/03/2024","entre 26 y 35 años","Moderado","Retiro","Sin motivo específico","69015","Bonos"
"1745","18/11/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Vivienda","39919","Fondos"
"1746","23/04/2024","entre 36 y 45 años","Moderado","Otro","Vivienda","78149","Acciones"
"1747","25/05/2024","más de 46 años","Moderado","Inversión","Vehículo","49799","Acciones"
"1748","30/07/2024","menos de 25 años","Agresivo","Ahorro","Aprendizaje","64630","Bonos"
"1749","13/03/2024","entre 26 y 35 años","Conservador","Retiro","Educación","61420","Fondos"
"1750","24/01/2025","menos de 25 años","Agresivo","Otro","Aprendizaje","49348","ETF"
"1751","17/08/2024","entre 36 y 45 años","Agresivo","Ahorro","Educación","97568","Acciones"
"1752","18/08/2024","más de 46 años","Conservador","Inversión","Aprendizaje","77583","ETF"
"1753","16/03/2024","entre 26 y 35 años","Moderado","Otro","Vacaciones","16528","ETF"
"1754","10/08/2024","entre 36 y 45 años","Conservador","Retiro","Sin motivo específico","53650","Bonos"
"1755","22/03/2024","más de 46 años","Agresivo","Inversión","Educación","46469","Fondos"
"1756","04/05/2024","entre 36 y 45 años","Agresivo","Inversión","Vehículo","61424","Bonos"
"1757","14/01/2025","menos de 25 años","Agresivo","Otro","Proyecto personal","81405","Fondos"
"1758","14/08/2024","menos de 25 años","Moderado","Aumentar ingresos","Vehículo","18525","ETF"
"1759","29/06/2024","más de 46 años","Agresivo","Inversión","Vacaciones","33645","Acciones"
"1760","30/05/2024","entre 26 y 35 años","Conservador","Inversión","Sin motivo específico","24765","ETF"
"1761","19/06/2024","más de 46 años","Conservador","Retiro","Vivienda","33727","Acciones"
"1762","01/04/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Sin motivo específico","80115","Fondos"
"1763","28/07/2024","más de 46 años","Conservador","Retiro","Sin motivo específico","71073","Acciones"
"1764","26/05/2024","entre 26 y 35 años","Conservador","Retiro","Vacaciones","92832","ETF"
"1765","17/01/2025","más de 46 años","Agresivo","Otro","Educación","34237","Fondos"
"1766","25/09/2024","más de 46 años","Agresivo","Otro","Vivienda","34007","Bonos"
"1767","27/05/2024","más de 46 años","Conservador","Retiro","Vivienda","33227","Acciones"
"1768","04/06/2024","entre 36 y 45 años","Moderado","Retiro","Vacaciones","79379","Acciones"
"1769","23/02/2024","entre 26 y 35 años","Agresivo","Retiro","Vehículo","70939","ETF"
"1770","17/12/2024","entre 36 y 45 años","Moderado","Otro","Vehículo","48608","Fondos"
"1771","24/09/2024","más de 46 años","Moderado","Ahorro","Aprendizaje","18849","ETF"
"1772","08/01/2025","entre 26 y 35 años","Agresivo","Otro","Educación","91996","Fondos"
"1773","31/08/2024","entre 36 y 45 años","Conservador","Inversión","Aprendizaje","74981","Fondos"
"1774","23/02/2024","entre 36 y 45 años","Agresivo","Inversión","Aprendizaje","48840","Bonos"
"1775","28/04/2024","más de 46 años","Moderado","Inversión","Educación","31160","Bonos"
"1776","04/07/2024","menos de 25 años","Agresivo","Inversión","Vivienda","98808","Bonos"
"1777","19/01/2025","más de 46 años","Conservador","Ahorro","Vivienda","78919","Fondos"
"1778","09/05/2024","menos de 25 años","Conservador","Retiro","Vacaciones","61152","Fondos"
"1779","18/11/2024","más de 46 años","Conservador","Retiro","Proyecto personal","66480","Bonos"
"1780","15/06/2024","más de 46 años","Conservador","Inversión","Sin motivo específico","49719","ETF"
"1781","05/04/2024","menos de 25 años","Moderado","Aumentar ingresos","Vivienda","68441","ETF"
"1782","11/03/2024","entre 26 y 35 años","Agresivo","Otro","Proyecto personal","42090","ETF"
"1783","30/09/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Aprendizaje","98060","ETF"
"1784","17/02/2024","más de 46 años","Agresivo","Ahorro","Vacaciones","51645","Fondos"
"1785","14/03/2024","entre 36 y 45 años","Agresivo","Inversión","Vivienda","37975","Bonos"
"1786","16/12/2024","menos de 25 años","Agresivo","Aumentar ingresos","Proyecto personal","78771","Fondos"
"1787","12/06/2024","entre 26 y 35 años","Conservador","Otro","Sin motivo específico","44289","Acciones"
"1788","01/10/2024","más de 46 años","Conservador","Inversión","Vacaciones","80764","Fondos"
"1789","22/10/2024","más de 46 años","Moderado","Inversión","Proyecto personal","49099","ETF"
"1790","24/05/2024","entre 36 y 45 años","Moderado","Ahorro","Educación","84245","Fondos"
"1791","16/11/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","31115","ETF"
"1792","10/09/2024","más de 46 años","Moderado","Otro","Vivienda","24887","Bonos"
"1793","12/04/2024","entre 26 y 35 años","Conservador","Retiro","Vacaciones","84415","Fondos"
"1794","14/12/2024","más de 46 años","Agresivo","Retiro","Proyecto personal","32199","ETF"
"1795","05/04/2024","entre 26 y 35 años","Agresivo","Retiro","Vacaciones","68600","Bonos"
"1796","23/05/2024","entre 26 y 35 años","Conservador","Ahorro","Proyecto personal","51528","Bonos"
"1797","29/10/2024","menos de 25 años","Moderado","Otro","Proyecto personal","91878","ETF"
"1798","04/03/2024","más de 46 años","Conservador","Otro","Aprendizaje","40526","ETF"
"1799","05/07/2024","entre 36 y 45 años","Agresivo","Inversión","Educación","59162","Acciones"
"1800","07/06/2024","menos de 25 años","Moderado","Inversión","Vehículo","32759","Bonos"
"1801","06/06/2024","entre 26 y 35 años","Agresivo","Retiro","Sin motivo específico","72719","Fondos"
"1802","31/05/2024","entre 36 y 45 años","Agresivo","Otro","Sin motivo específico","23746","Fondos"
"1803","27/03/2024","entre 36 y 45 años","Agresivo","Inversión","Vacaciones","48839","ETF"
"1804","31/08/2024","menos de 25 años","Agresivo","Retiro","Educación","41056","Bonos"
"1805","20/05/2024","más de 46 años","Conservador","Retiro","Vehículo","76478","Bonos"
"1806","29/07/2024","menos de 25 años","Conservador","Aumentar ingresos","Vehículo","55996","Fondos"
"1807","26/12/2024","entre 26 y 35 años","Moderado","Ahorro","Educación","47671","Fondos"
"1808","07/05/2024","más de 46 años","Moderado","Ahorro","Educación","78910","Bonos"
"1809","11/08/2024","entre 26 y 35 años","Agresivo","Retiro","Aprendizaje","23976","Fondos"
"1810","05/08/2024","más de 46 años","Moderado","Retiro","Vivienda","75470","Acciones"
"1811","04/03/2024","entre 36 y 45 años","Moderado","Otro","Vivienda","99258","Fondos"
"1812","23/03/2024","más de 46 años","Conservador","Inversión","Sin motivo específico","95532","ETF"
"1813","20/01/2025","entre 36 y 45 años","Conservador","Ahorro","Vacaciones","61098","Fondos"
"1814","11/04/2024","entre 36 y 45 años","Moderado","Inversión","Vacaciones","32131","Fondos"
"1815","28/02/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vehículo","69208","Fondos"
"1816","29/02/2024","menos de 25 años","Agresivo","Retiro","Vivienda","96971","ETF"
"1817","22/08/2024","entre 26 y 35 años","Moderado","Otro","Educación","88020","Bonos"
"1818","10/11/2024","entre 26 y 35 años","Conservador","Otro","Vacaciones","23540","ETF"
"1819","25/06/2024","entre 26 y 35 años","Conservador","Inversión","Educación","89781","Acciones"
"1820","13/07/2024","más de 46 años","Agresivo","Inversión","Vacaciones","18521","ETF"
"1821","30/12/2024","entre 26 y 35 años","Agresivo","Ahorro","Proyecto personal","78259","Fondos"
"1822","23/01/2025","menos de 25 años","Agresivo","Ahorro","Educación","50783","Fondos"
"1823","08/10/2024","entre 36 y 45 años","Agresivo","Ahorro","Sin motivo específico","68136","ETF"
"1824","29/02/2024","entre 26 y 35 años","Conservador","Ahorro","Proyecto personal","31335","Acciones"
"1825","10/02/2024","entre 36 y 45 años","Agresivo","Otro","Vehículo","44504","Acciones"
"1826","07/07/2024","menos de 25 años","Agresivo","Ahorro","Aprendizaje","38548","Fondos"
"1827","09/06/2024","entre 26 y 35 años","Agresivo","Retiro","Sin motivo específico","68873","ETF"
"1828","02/03/2024","más de 46 años","Conservador","Inversión","Proyecto personal","51602","Acciones"
"1829","19/07/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vacaciones","78504","Acciones"
"1830","06/01/2025","más de 46 años","Conservador","Aumentar ingresos","Vehículo","44153","Acciones"
"1831","10/05/2024","menos de 25 años","Agresivo","Retiro","Aprendizaje","27403","Fondos"
"1832","28/03/2024","menos de 25 años","Conservador","Aumentar ingresos","Aprendizaje","55463","Fondos"
"1833","10/10/2024","más de 46 años","Agresivo","Otro","Proyecto personal","46596","ETF"
"1834","18/01/2025","menos de 25 años","Moderado","Retiro","Aprendizaje","42125","Fondos"
"1835","18/01/2025","entre 26 y 35 años","Moderado","Inversión","Sin motivo específico","85838","Bonos"
"1836","04/01/2025","más de 46 años","Agresivo","Otro","Aprendizaje","97608","Bonos"
"1837","23/10/2024","más de 46 años","Conservador","Retiro","Educación","15963","Bonos"
"1838","16/04/2024","menos de 25 años","Agresivo","Otro","Proyecto personal","48423","Acciones"
"1839","08/03/2024","entre 36 y 45 años","Moderado","Otro","Educación","27280","Bonos"
"1840","13/05/2024","entre 26 y 35 años","Agresivo","Retiro","Sin motivo específico","92928","Acciones"
"1841","28/07/2024","menos de 25 años","Agresivo","Otro","Proyecto personal","52255","Bonos"
"1842","19/07/2024","más de 46 años","Moderado","Aumentar ingresos","Sin motivo específico","30782","ETF"
"1843","12/06/2024","entre 36 y 45 años","Conservador","Retiro","Educación","57963","Acciones"
"1844","27/03/2024","entre 36 y 45 años","Moderado","Otro","Sin motivo específico","59108","ETF"
"1845","21/01/2025","más de 46 años","Agresivo","Inversión","Proyecto personal","54793","Bonos"
"1846","05/04/2024","más de 46 años","Conservador","Aumentar ingresos","Vivienda","65288","Acciones"
"1847","12/07/2024","menos de 25 años","Agresivo","Ahorro","Vacaciones","32761","Bonos"
"1848","03/10/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Sin motivo específico","28435","ETF"
"1849","21/10/2024","más de 46 años","Moderado","Inversión","Vivienda","83354","Bonos"
"1850","25/03/2024","entre 26 y 35 años","Moderado","Otro","Sin motivo específico","94217","Fondos"
"1851","25/02/2024","más de 46 años","Moderado","Retiro","Vacaciones","64936","Bonos"
"1852","18/10/2024","entre 26 y 35 años","Agresivo","Ahorro","Vehículo","45920","Acciones"
"1853","04/11/2024","entre 36 y 45 años","Conservador","Inversión","Vivienda","16849","ETF"
"1854","02/11/2024","menos de 25 años","Agresivo","Inversión","Sin motivo específico","27141","Fondos"
"1855","23/06/2024","menos de 25 años","Agresivo","Otro","Vehículo","34688","Fondos"
"1856","21/12/2024","entre 26 y 35 años","Moderado","Ahorro","Sin motivo específico","51291","Acciones"
"1857","06/11/2024","entre 26 y 35 años","Moderado","Retiro","Vacaciones","97335","Acciones"
"1858","08/10/2024","menos de 25 años","Agresivo","Inversión","Proyecto personal","72067","Fondos"
"1859","03/04/2024","entre 36 y 45 años","Agresivo","Inversión","Sin motivo específico","18421","ETF"
"1860","13/05/2024","menos de 25 años","Conservador","Inversión","Proyecto personal","87424","Bonos"
"1861","29/12/2024","entre 26 y 35 años","Agresivo","Inversión","Sin motivo específico","68338","Acciones"
"1862","09/01/2025","entre 26 y 35 años","Agresivo","Otro","Vehículo","51016","Bonos"
"1863","22/04/2024","entre 26 y 35 años","Agresivo","Retiro","Educación","20600","Acciones"
"1864","17/09/2024","entre 36 y 45 años","Moderado","Otro","Vacaciones","49181","ETF"
"1865","03/04/2024","entre 26 y 35 años","Agresivo","Ahorro","Aprendizaje","79398","Fondos"
"1866","05/05/2024","más de 46 años","Moderado","Otro","Proyecto personal","19263","Fondos"
"1867","09/08/2024","entre 26 y 35 años","Agresivo","Ahorro","Educación","83018","ETF"
"1868","24/07/2024","entre 26 y 35 años","Conservador","Otro","Sin motivo específico","81711","Fondos"
"1869","15/11/2024","menos de 25 años","Moderado","Inversión","Educación","68750","Bonos"
"1870","13/09/2024","entre 36 y 45 años","Conservador","Retiro","Aprendizaje","59307","ETF"
"1871","11/05/2024","entre 36 y 45 años","Conservador","Ahorro","Vivienda","42512","Fondos"
"1872","02/06/2024","menos de 25 años","Agresivo","Otro","Vehículo","23476","Acciones"
"1873","21/11/2024","más de 46 años","Conservador","Inversión","Proyecto personal","47833","Bonos"
